inst#,actual,predicted,error
2630,?,621.782,?
2631,?,621.78,?
2632,?,621.78,?
2633,?,621.781,?
2634,?,621.78,?
2635,?,621.785,?
2636,?,621.777,?
2637,?,621.781,?
2638,?,621.785,?
2639,?,621.783,?
2640,?,621.777,?
2641,?,636.383,?
2642,?,636.38,?
2643,?,636.38,?
2644,?,636.384,?
2645,?,636.385,?
2646,?,636.385,?
2647,?,636.388,?
2648,?,636.388,?
2649,?,636.388,?
2650,?,636.383,?
2651,?,636.386,?
2652,?,636.385,?
2653,?,636.388,?
2654,?,636.383,?
2655,?,636.388,?
2656,?,636.386,?
2657,?,636.381,?
2658,?,636.382,?
2659,?,636.38,?
2660,?,636.382,?
2661,?,636.384,?
2662,?,636.384,?
2663,?,636.386,?
2664,?,636.385,?
2665,?,636.384,?
2666,?,636.38,?
2667,?,636.384,?
2668,?,636.388,?
2669,?,636.383,?
2670,?,636.385,?
2671,?,636.381,?
2672,?,636.388,?
2673,?,636.38,?
2674,?,653.56,?
2675,?,653.562,?
2676,?,653.562,?
2677,?,653.561,?
2678,?,653.559,?
2679,?,653.559,?
2680,?,653.555,?
2681,?,653.556,?
2682,?,653.555,?
2683,?,653.557,?
2684,?,653.563,?
2685,?,653.56,?
2686,?,653.563,?
2687,?,653.559,?
2688,?,653.56,?
2689,?,653.557,?
2690,?,653.56,?
2691,?,653.563,?
2692,?,653.555,?
2693,?,653.56,?
2694,?,653.556,?
2695,?,653.559,?
2696,?,653.555,?
2697,?,653.562,?
2698,?,653.557,?
2699,?,653.562,?
2700,?,653.556,?
2701,?,653.555,?
2702,?,653.56,?
2703,?,653.555,?
2704,?,653.558,?
2705,?,653.559,?
2706,?,653.557,?
2707,?,671.142,?
2708,?,671.137,?
2709,?,671.14,?
2710,?,671.139,?
2711,?,671.14,?
2712,?,671.14,?
2713,?,671.142,?
2714,?,671.14,?
2715,?,671.142,?
2716,?,671.138,?
2717,?,671.145,?
2718,?,671.142,?
2719,?,671.145,?
2720,?,671.139,?
2721,?,671.141,?
2722,?,671.143,?
2723,?,671.144,?
2724,?,671.137,?
2725,?,671.143,?
2726,?,671.138,?
2727,?,671.145,?
2728,?,671.138,?
2729,?,671.144,?
2730,?,671.141,?
2731,?,671.14,?
2732,?,671.138,?
2733,?,671.138,?
2734,?,671.14,?
2735,?,671.14,?
2736,?,671.137,?
2737,?,671.138,?
2738,?,671.138,?
2739,?,671.14,?
2740,?,682.606,?
2741,?,682.6,?
2742,?,682.605,?
2743,?,682.598,?
2744,?,682.6,?
2745,?,682.606,?
2746,?,682.6,?
2747,?,682.604,?
2748,?,682.6,?
2749,?,682.6,?
2750,?,682.603,?
2751,?,682.606,?
2752,?,682.606,?
2753,?,682.601,?
2754,?,682.606,?
2755,?,682.601,?
2756,?,682.604,?
2757,?,682.6,?
2758,?,682.601,?
2759,?,682.606,?
2760,?,682.605,?
2761,?,682.606,?
2762,?,682.599,?
2763,?,682.6,?
2764,?,682.604,?
2765,?,682.603,?
2766,?,682.6,?
2767,?,682.604,?
2768,?,682.598,?
2769,?,682.598,?
2770,?,682.605,?
2771,?,682.604,?
2772,?,682.602,?
2773,?,698.962,?
2774,?,698.968,?
2775,?,698.969,?
2776,?,698.963,?
2777,?,698.966,?
2778,?,698.97,?
2779,?,698.967,?
2780,?,698.965,?
2781,?,698.965,?
2782,?,698.97,?
2783,?,698.962,?
2784,?,698.961,?
2785,?,698.966,?
2786,?,698.963,?
2787,?,698.965,?
2788,?,698.963,?
2789,?,698.968,?
2790,?,698.963,?
2791,?,698.969,?
2792,?,698.965,?
2793,?,698.962,?
2794,?,698.962,?
2795,?,698.961,?
2796,?,698.97,?
2797,?,698.963,?
2798,?,698.968,?
2799,?,698.968,?
2800,?,698.969,?
2801,?,698.961,?
2802,?,698.969,?
2803,?,698.97,?
2804,?,698.968,?
2805,?,698.966,?
2806,?,716.366,?
2807,?,716.367,?
2808,?,716.362,?
2809,?,716.37,?
2810,?,716.364,?
2811,?,716.362,?
2812,?,716.364,?
2813,?,716.363,?
2814,?,716.37,?
2815,?,716.364,?
2816,?,716.37,?
2817,?,716.362,?
2818,?,716.368,?
2819,?,716.367,?
2820,?,716.367,?
2821,?,716.37,?
2822,?,716.365,?
2823,?,716.364,?
2824,?,716.364,?
2825,?,716.362,?
2826,?,716.365,?
2827,?,716.365,?
2828,?,716.364,?
2829,?,716.365,?
2830,?,716.366,?
2831,?,716.37,?
2832,?,716.369,?
2833,?,716.37,?
2834,?,716.368,?
2835,?,716.364,?
2836,?,716.362,?
2837,?,716.364,?
2838,?,716.364,?
2839,?,733.224,?
2840,?,733.228,?
2841,?,733.227,?
2842,?,733.229,?
2843,?,733.221,?
2844,?,733.225,?
2845,?,733.221,?
2846,?,733.229,?
2847,?,733.228,?
2848,?,733.224,?
2849,?,733.221,?
2850,?,733.222,?
2851,?,733.223,?
2852,?,733.228,?
2853,?,733.225,?
2854,?,733.23,?
2855,?,733.229,?
2856,?,733.225,?
2857,?,733.225,?
2858,?,733.227,?
2859,?,733.23,?
2860,?,733.229,?
2861,?,733.226,?
2862,?,733.221,?
2863,?,733.222,?
2864,?,733.226,?
2865,?,733.222,?
2866,?,733.225,?
2867,?,733.226,?
2868,?,733.222,?
2869,?,733.226,?
2870,?,733.227,?
2871,?,733.227,?
2872,?,752.642,?
2873,?,752.646,?
2874,?,752.645,?
2875,?,752.643,?
2876,?,752.647,?
2877,?,752.641,?
2878,?,752.642,?
2879,?,752.643,?
2880,?,752.641,?
2881,?,752.641,?
2882,?,752.639,?
2883,?,752.645,?
2884,?,752.64,?
2885,?,752.643,?
2886,?,752.646,?
2887,?,752.64,?
2888,?,752.643,?
2889,?,752.644,?
2890,?,752.643,?
2891,?,752.646,?
2892,?,752.645,?
2893,?,752.642,?
2894,?,752.641,?
2895,?,752.641,?
2896,?,752.643,?
2897,?,752.64,?
2898,?,752.642,?
2899,?,752.643,?
2900,?,752.639,?
2901,?,752.646,?
2902,?,752.641,?
2903,?,752.642,?
2904,?,752.645,?
2905,?,765.276,?
2906,?,765.275,?
2907,?,765.277,?
2908,?,765.273,?
2909,?,765.27,?
2910,?,765.27,?
2911,?,765.272,?
2912,?,765.275,?
2913,?,765.271,?
2914,?,765.278,?
2915,?,765.277,?
2916,?,765.277,?
2917,?,765.275,?
2918,?,765.272,?
2919,?,765.271,?
2920,?,765.275,?
2921,?,765.272,?
2922,?,765.273,?
2923,?,765.277,?
2924,?,765.275,?
2925,?,765.274,?
2926,?,765.275,?
2927,?,765.277,?
2928,?,765.274,?
2929,?,765.273,?
2930,?,765.273,?
2931,?,765.277,?
2932,?,765.275,?
2933,?,765.274,?
2934,?,765.273,?
2935,?,765.272,?
2936,?,765.274,?
2937,?,765.278,?
2938,?,782.83,?
2939,?,782.831,?
2940,?,782.835,?
2941,?,782.83,?
2942,?,782.837,?
2943,?,782.835,?
2944,?,782.837,?
2945,?,782.833,?
2946,?,782.83,?
2947,?,782.831,?
2948,?,782.835,?
2949,?,782.83,?
2950,?,782.837,?
2951,?,782.836,?
2952,?,782.83,?
2953,?,782.831,?
2954,?,782.832,?
2955,?,782.836,?
2956,?,782.832,?
2957,?,782.836,?
2958,?,782.837,?
2959,?,782.835,?
2960,?,782.835,?
2961,?,782.836,?
2962,?,782.834,?
2963,?,782.83,?
2964,?,782.832,?
2965,?,782.834,?
2966,?,782.833,?
2967,?,782.829,?
2968,?,782.829,?
2969,?,782.837,?
2970,?,782.831,?
2971,?,801.435,?
2972,?,801.43,?
2973,?,801.432,?
2974,?,801.431,?
2975,?,801.434,?
2976,?,801.435,?
2977,?,801.433,?
2978,?,801.43,?
2979,?,801.433,?
2980,?,801.43,?
2981,?,801.43,?
2982,?,801.428,?
2983,?,801.436,?
2984,?,801.428,?
2985,?,801.429,?
2986,?,801.431,?
2987,?,801.428,?
2988,?,801.435,?
2989,?,801.435,?
2990,?,801.435,?
2991,?,801.436,?
2992,?,801.43,?
2993,?,801.43,?
2994,?,801.431,?
2995,?,801.435,?
2996,?,801.435,?
2997,?,801.433,?
2998,?,801.431,?
2999,?,801.435,?
3000,?,801.431,?
3001,?,801.431,?
3002,?,801.429,?
3003,?,801.43,?
3004,?,816.447,?
3005,?,816.449,?
3006,?,816.449,?
3007,?,816.45,?
3008,?,816.45,?
3009,?,816.454,?
3010,?,816.45,?
3011,?,816.448,?
3012,?,816.454,?
3013,?,816.448,?
3014,?,816.448,?
3015,?,816.452,?
3016,?,816.448,?
3017,?,816.449,?
3018,?,816.448,?
3019,?,816.45,?
3020,?,816.45,?
3021,?,816.453,?
3022,?,816.455,?
3023,?,816.453,?
3024,?,816.452,?
3025,?,816.453,?
3026,?,816.452,?
3027,?,816.45,?
3028,?,816.447,?
3029,?,816.449,?
3030,?,816.45,?
3031,?,816.452,?
3032,?,816.45,?
3033,?,816.451,?
3034,?,816.455,?
3035,?,816.448,?
3036,?,816.447,?
3037,?,836.844,?
3038,?,836.846,?
3039,?,836.841,?
3040,?,836.847,?
3041,?,836.844,?
3042,?,836.842,?
3043,?,836.845,?
3044,?,836.848,?
3045,?,836.848,?
3046,?,836.842,?
3047,?,836.846,?
3048,?,836.84,?
3049,?,836.844,?
3050,?,836.841,?
3051,?,836.84,?
3052,?,836.842,?
3053,?,836.844,?
3054,?,836.847,?
3055,?,836.841,?
3056,?,836.842,?
3057,?,836.84,?
3058,?,836.842,?
3059,?,836.841,?
3060,?,836.842,?
3061,?,836.841,?
3062,?,836.842,?
3063,?,836.848,?
3064,?,836.844,?
3065,?,836.844,?
3066,?,836.843,?
3067,?,836.846,?
3068,?,836.847,?
3069,?,836.844,?
3070,?,855.049,?
3071,?,855.045,?
3072,?,855.047,?
3073,?,855.047,?
3074,?,855.048,?
3075,?,855.044,?
3076,?,855.045,?
3077,?,855.046,?
3078,?,855.049,?
3079,?,855.046,?
3080,?,855.043,?
3081,?,855.047,?
3082,?,855.05,?
3083,?,855.043,?
3084,?,855.045,?
3085,?,855.043,?
3086,?,855.043,?
3087,?,855.046,?
3088,?,855.047,?
3089,?,855.048,?
3090,?,855.049,?
3091,?,855.05,?
3092,?,855.041,?
3093,?,855.045,?
3094,?,855.044,?
3095,?,855.047,?
3096,?,855.044,?
3097,?,855.042,?
3098,?,855.046,?
3099,?,855.043,?
3100,?,855.05,?
3101,?,855.049,?
3102,?,855.045,?
3103,?,871.898,?
3104,?,871.895,?
3105,?,871.892,?
3106,?,871.891,?
3107,?,871.89,?
3108,?,871.897,?
3109,?,871.897,?
3110,?,871.893,?
3111,?,871.893,?
3112,?,871.893,?
3113,?,871.89,?
3114,?,871.895,?
3115,?,871.891,?
3116,?,871.892,?
3117,?,871.892,?
3118,?,871.896,?
3119,?,871.89,?
3120,?,871.893,?
3121,?,871.889,?
3122,?,871.896,?
3123,?,871.892,?
3124,?,871.897,?
3125,?,871.895,?
3126,?,871.89,?
3127,?,871.892,?
3128,?,871.894,?
3129,?,871.898,?
3130,?,871.889,?
3131,?,871.892,?
3132,?,871.894,?
3133,?,871.892,?
3134,?,871.895,?
3135,?,871.896,?
3136,?,892.844,?
3137,?,892.839,?
3138,?,892.847,?
3139,?,892.842,?
3140,?,892.839,?
3141,?,892.84,?
3142,?,892.84,?
3143,?,892.846,?
3144,?,892.841,?
3145,?,892.842,?
3146,?,892.843,?
3147,?,892.84,?
3148,?,892.84,?
3149,?,892.842,?
3150,?,892.84,?
3151,?,892.84,?
3152,?,892.844,?
3153,?,892.84,?
3154,?,892.846,?
3155,?,892.84,?
3156,?,892.844,?
3157,?,892.839,?
3158,?,892.844,?
3159,?,892.839,?
3160,?,892.845,?
3161,?,892.845,?
3162,?,892.845,?
3163,?,892.846,?
3164,?,892.842,?
3165,?,892.845,?
3166,?,892.846,?
3167,?,892.842,?
3168,?,892.845,?
3169,?,909.532,?
3170,?,909.537,?
3171,?,909.531,?
3172,?,909.531,?
3173,?,909.529,?
3174,?,909.535,?
3175,?,909.535,?
3176,?,909.532,?
3177,?,909.535,?
3178,?,909.536,?
3179,?,909.533,?
3180,?,909.534,?
3181,?,909.537,?
3182,?,909.535,?
3183,?,909.535,?
3184,?,909.534,?
3185,?,909.535,?
3186,?,909.53,?
3187,?,909.531,?
3188,?,909.535,?
3189,?,909.532,?
3190,?,909.532,?
3191,?,909.536,?
3192,?,909.535,?
3193,?,909.53,?
3194,?,909.537,?
3195,?,909.529,?
3196,?,909.533,?
3197,?,909.532,?
3198,?,909.531,?
3199,?,909.532,?
3200,?,909.533,?
3201,?,909.535,?
3202,?,929.757,?
3203,?,929.757,?
3204,?,929.75,?
3205,?,929.756,?
3206,?,929.757,?
3207,?,929.75,?
3208,?,929.759,?
3209,?,929.751,?
3210,?,929.756,?
3211,?,929.753,?
3212,?,929.759,?
3213,?,929.752,?
3214,?,929.759,?
3215,?,929.753,?
3216,?,929.752,?
3217,?,929.757,?
3218,?,929.755,?
3219,?,929.753,?
3220,?,929.755,?
3221,?,929.753,?
3222,?,929.758,?
3223,?,929.755,?
3224,?,929.753,?
3225,?,929.755,?
3226,?,929.756,?
3227,?,929.757,?
3228,?,929.756,?
3229,?,929.759,?
3230,?,929.752,?
3231,?,929.751,?
3232,?,929.757,?
3233,?,929.754,?
3234,?,929.753,?
3235,?,947.915,?
3236,?,947.914,?
3237,?,947.91,?
3238,?,947.908,?
3239,?,947.916,?
3240,?,947.915,?
3241,?,947.915,?
3242,?,947.915,?
3243,?,947.916,?
3244,?,947.916,?
3245,?,947.912,?
3246,?,947.915,?
3247,?,947.917,?
3248,?,947.909,?
3249,?,947.914,?
3250,?,947.915,?
3251,?,947.915,?
3252,?,947.91,?
3253,?,947.912,?
3254,?,947.912,?
3255,?,947.909,?
3256,?,947.91,?
3257,?,947.916,?
3258,?,947.913,?
3259,?,947.911,?
3260,?,947.916,?
3261,?,947.908,?
3262,?,947.912,?
3263,?,947.912,?
3264,?,947.912,?
3265,?,947.914,?
3266,?,947.917,?
3267,?,947.913,?
3268,?,964.106,?
3269,?,964.102,?
3270,?,964.11,?
3271,?,964.105,?
3272,?,964.109,?
3273,?,964.101,?
3274,?,964.108,?
3275,?,964.103,?
3276,?,964.109,?
3277,?,964.109,?
3278,?,964.107,?
3279,?,964.102,?
3280,?,964.109,?
3281,?,964.107,?
3282,?,964.106,?
3283,?,964.105,?
3284,?,964.106,?
3285,?,964.106,?
3286,?,964.104,?
3287,?,964.11,?
3288,?,964.102,?
3289,?,964.107,?
3290,?,964.105,?
3291,?,964.106,?
3292,?,964.106,?
3293,?,964.105,?
3294,?,964.101,?
3295,?,964.109,?
3296,?,964.105,?
3297,?,964.106,?
3298,?,964.106,?
3299,?,964.106,?
3300,?,964.106,?
3301,?,987.541,?
3302,?,987.545,?
3303,?,987.548,?
3304,?,987.548,?
3305,?,987.542,?
3306,?,987.54,?
3307,?,987.542,?
3308,?,987.548,?
3309,?,987.545,?
3310,?,987.541,?
3311,?,987.546,?
3312,?,987.547,?
3313,?,987.545,?
3314,?,987.544,?
3315,?,987.545,?
3316,?,987.54,?
3317,?,987.544,?
3318,?,987.541,?
3319,?,987.54,?
3320,?,987.542,?
3321,?,987.54,?
3322,?,987.543,?
3323,?,987.548,?
3324,?,987.545,?
3325,?,987.545,?
3326,?,987.548,?
3327,?,987.54,?
3328,?,987.543,?
3329,?,987.548,?
3330,?,987.542,?
3331,?,987.543,?
3332,?,987.548,?
3333,?,987.544,?
3334,?,1003.065,?
3335,?,1003.062,?
3336,?,1003.062,?
3337,?,1003.065,?
3338,?,1003.062,?
3339,?,1003.062,?
3340,?,1003.069,?
3341,?,1003.063,?
3342,?,1003.067,?
3343,?,1003.065,?
3344,?,1003.068,?
3345,?,1003.066,?
3346,?,1003.061,?
3347,?,1003.068,?
3348,?,1003.07,?
3349,?,1003.066,?
3350,?,1003.065,?
3351,?,1003.062,?
3352,?,1003.069,?
3353,?,1003.063,?
3354,?,1003.065,?
3355,?,1003.064,?
3356,?,1003.065,?
3357,?,1003.07,?
3358,?,1003.065,?
3359,?,1003.061,?
3360,?,1003.068,?
3361,?,1003.069,?
3362,?,1003.065,?
3363,?,1003.065,?
3364,?,1003.064,?
3365,?,1003.068,?
3366,?,1003.065,?
3367,?,1021.938,?
3368,?,1021.942,?
3369,?,1021.939,?
3370,?,1021.941,?
3371,?,1021.944,?
3372,?,1021.941,?
3373,?,1021.946,?
3374,?,1021.94,?
3375,?,1021.939,?
3376,?,1021.94,?
3377,?,1021.944,?
3378,?,1021.947,?
3379,?,1021.947,?
3380,?,1021.945,?
3381,?,1021.938,?
3382,?,1021.943,?
3383,?,1021.943,?
3384,?,1021.938,?
3385,?,1021.945,?
3386,?,1021.941,?
3387,?,1021.944,?
3388,?,1021.942,?
3389,?,1021.943,?
3390,?,1021.939,?
3391,?,1021.945,?
3392,?,1021.947,?
3393,?,1021.94,?
3394,?,1021.943,?
3395,?,1021.944,?
3396,?,1021.94,?
3397,?,1021.939,?
3398,?,1021.938,?
3399,?,1021.945,?
3400,?,1040.622,?
3401,?,1040.624,?
3402,?,1040.619,?
3403,?,1040.618,?
3404,?,1040.621,?
3405,?,1040.625,?
3406,?,1040.619,?
3407,?,1040.619,?
3408,?,1040.621,?
3409,?,1040.625,?
3410,?,1040.62,?
3411,?,1040.625,?
3412,?,1040.62,?
3413,?,1040.626,?
3414,?,1040.626,?
3415,?,1040.625,?
3416,?,1040.624,?
3417,?,1040.623,?
3418,?,1040.618,?
3419,?,1040.626,?
3420,?,1040.621,?
3421,?,1040.623,?
3422,?,1040.623,?
3423,?,1040.618,?
3424,?,1040.624,?
3425,?,1040.621,?
3426,?,1040.618,?
3427,?,1040.62,?
3428,?,1040.62,?
3429,?,1040.624,?
3430,?,1040.62,?
3431,?,1040.625,?
3432,?,1040.623,?
3433,?,1061.629,?
3434,?,1061.633,?
3435,?,1061.63,?
3436,?,1061.633,?
3437,?,1061.632,?
3438,?,1061.636,?
3439,?,1061.633,?
3440,?,1061.632,?
3441,?,1061.632,?
3442,?,1061.636,?
3443,?,1061.629,?
3444,?,1061.628,?
3445,?,1061.63,?
3446,?,1061.636,?
3447,?,1061.633,?
3448,?,1061.629,?
3449,?,1061.631,?
3450,?,1061.63,?
3451,?,1061.629,?
3452,?,1061.636,?
3453,?,1061.629,?
3454,?,1061.634,?
3455,?,1061.632,?
3456,?,1061.631,?
3457,?,1061.635,?
3458,?,1061.628,?
3459,?,1061.635,?
3460,?,1061.635,?
3461,?,1061.633,?
3462,?,1061.633,?
3463,?,1061.628,?
3464,?,1061.634,?
3465,?,1061.631,?
3466,?,1089.058,?
3467,?,1089.056,?
3468,?,1089.059,?
3469,?,1089.051,?
3470,?,1089.052,?
3471,?,1089.059,?
3472,?,1089.058,?
3473,?,1089.054,?
3474,?,1089.056,?
3475,?,1089.059,?
3476,?,1089.052,?
3477,?,1089.055,?
3478,?,1089.06,?
3479,?,1089.055,?
3480,?,1089.051,?
3481,?,1089.059,?
3482,?,1089.059,?
3483,?,1089.058,?
3484,?,1089.054,?
3485,?,1089.055,?
3486,?,1089.059,?
3487,?,1089.058,?
3488,?,1089.056,?
3489,?,1089.059,?
3490,?,1089.054,?
3491,?,1089.056,?
3492,?,1089.06,?
3493,?,1089.054,?
3494,?,1089.058,?
3495,?,1089.051,?
3496,?,1089.059,?
3497,?,1089.058,?
3498,?,1089.053,?
3499,?,1102.641,?
3500,?,1102.644,?
3501,?,1102.641,?
3502,?,1102.639,?
3503,?,1102.638,?
3504,?,1102.635,?
3505,?,1102.637,?
3506,?,1102.636,?
3507,?,1102.642,?
3508,?,1102.642,?
3509,?,1102.641,?
3510,?,1102.642,?
3511,?,1102.641,?
3512,?,1102.638,?
3513,?,1102.635,?
3514,?,1102.635,?
3515,?,1102.635,?
3516,?,1102.641,?
3517,?,1102.636,?
3518,?,1102.642,?
3519,?,1102.635,?
3520,?,1102.638,?
3521,?,1102.639,?
3522,?,1102.642,?
3523,?,1102.643,?
3524,?,1102.642,?
3525,?,1102.635,?
3526,?,1102.64,?
3527,?,1102.637,?
3528,?,1102.635,?
3529,?,1102.641,?
3530,?,1102.643,?
3531,?,1102.642,?
3532,?,1125.526,?
3533,?,1125.528,?
3534,?,1125.525,?
3535,?,1125.523,?
3536,?,1125.525,?
3537,?,1125.525,?
3538,?,1125.53,?
3539,?,1125.528,?
3540,?,1125.524,?
3541,?,1125.522,?
3542,?,1125.525,?
3543,?,1125.526,?
3544,?,1125.528,?
3545,?,1125.53,?
3546,?,1125.531,?
3547,?,1125.53,?
3548,?,1125.526,?
3549,?,1125.523,?
3550,?,1125.527,?
3551,?,1125.525,?
3552,?,1125.527,?
3553,?,1125.526,?
3554,?,1125.529,?
3555,?,1125.523,?
3556,?,1125.53,?
3557,?,1125.528,?
3558,?,1125.525,?
3559,?,1125.525,?
3560,?,1125.53,?
3561,?,1125.526,?
3562,?,1125.525,?
3563,?,1125.53,?
3564,?,1125.529,?
3565,?,1143.53,?
3566,?,1143.528,?
3567,?,1143.53,?
3568,?,1143.527,?
3569,?,1143.534,?
3570,?,1143.529,?
3571,?,1143.528,?
3572,?,1143.535,?
3573,?,1143.528,?
3574,?,1143.535,?
3575,?,1143.526,?
3576,?,1143.527,?
3577,?,1143.531,?
3578,?,1143.528,?
3579,?,1143.527,?
3580,?,1143.533,?
3581,?,1143.53,?
3582,?,1143.532,?
3583,?,1143.533,?
3584,?,1143.53,?
3585,?,1143.53,?
3586,?,1143.533,?
3587,?,1143.533,?
3588,?,1143.528,?
3589,?,1143.535,?
3590,?,1143.529,?
3591,?,1143.53,?
3592,?,1143.534,?
3593,?,1143.535,?
3594,?,1143.531,?
3595,?,1143.532,?
3596,?,1143.529,?
3597,?,1143.535,?
3598,?,1163.1,?
3599,?,1163.101,?
3600,?,1163.102,?
3601,?,1163.101,?
3602,?,1163.101,?
3603,?,1163.102,?
3604,?,1163.103,?
3605,?,1163.103,?
3606,?,1163.107,?
3607,?,1163.105,?
3608,?,1163.099,?
3609,?,1163.101,?
3610,?,1163.102,?
3611,?,1163.104,?
3612,?,1163.105,?
3613,?,1163.104,?
3614,?,1163.101,?
3615,?,1163.105,?
3616,?,1163.105,?
3617,?,1163.104,?
3618,?,1163.105,?
3619,?,1163.105,?
3620,?,1163.099,?
3621,?,1163.105,?
3622,?,1163.106,?
3623,?,1163.107,?
3624,?,1163.1,?
3625,?,1163.103,?
3626,?,1163.105,?
3627,?,1163.103,?
3628,?,1163.099,?
3629,?,1163.102,?
3630,?,1163.1,?
3631,?,1189.829,?
3632,?,1189.829,?
3633,?,1189.827,?
3634,?,1189.823,?
3635,?,1189.822,?
3636,?,1189.828,?
3637,?,1189.821,?
3638,?,1189.824,?
3639,?,1189.825,?
3640,?,1189.823,?
3641,?,1189.822,?
3642,?,1189.82,?
3643,?,1189.827,?
3644,?,1189.827,?
3645,?,1189.822,?
3646,?,1189.822,?
3647,?,1189.827,?
3648,?,1189.825,?
3649,?,1189.824,?
3650,?,1189.829,?
3651,?,1189.826,?
3652,?,1189.825,?
3653,?,1189.821,?
3654,?,1189.823,?
3655,?,1189.824,?
3656,?,1189.822,?
3657,?,1189.824,?
3658,?,1189.825,?
3659,?,1189.824,?
3660,?,1189.826,?
3661,?,1189.826,?
3662,?,1189.829,?
3663,?,1189.825,?
3664,?,1209.59,?
3665,?,1209.588,?
3666,?,1209.591,?
3667,?,1209.594,?
3668,?,1209.592,?
3669,?,1209.588,?
3670,?,1209.588,?
3671,?,1209.596,?
3672,?,1209.59,?
3673,?,1209.588,?
3674,?,1209.596,?
3675,?,1209.595,?
3676,?,1209.596,?
3677,?,1209.591,?
3678,?,1209.593,?
3679,?,1209.592,?
3680,?,1209.591,?
3681,?,1209.592,?
3682,?,1209.59,?
3683,?,1209.588,?
3684,?,1209.589,?
3685,?,1209.592,?
3686,?,1209.596,?
3687,?,1209.595,?
3688,?,1209.59,?
3689,?,1209.59,?
3690,?,1209.59,?
3691,?,1209.588,?
3692,?,1209.589,?
3693,?,1209.588,?
3694,?,1209.596,?
3695,?,1209.594,?
3696,?,1209.59,?
3697,?,1228.858,?
3698,?,1228.858,?
3699,?,1228.857,?
3700,?,1228.855,?
3701,?,1228.854,?
3702,?,1228.858,?
3703,?,1228.853,?
3704,?,1228.855,?
3705,?,1228.859,?
3706,?,1228.856,?
3707,?,1228.851,?
3708,?,1228.855,?
3709,?,1228.857,?
3710,?,1228.859,?
3711,?,1228.851,?
3712,?,1228.859,?
3713,?,1228.857,?
3714,?,1228.857,?
3715,?,1228.85,?
3716,?,1228.859,?
3717,?,1228.855,?
3718,?,1228.859,?
3719,?,1228.853,?
3720,?,1228.853,?
3721,?,1228.852,?
3722,?,1228.858,?
3723,?,1228.854,?
3724,?,1228.854,?
3725,?,1228.859,?
3726,?,1228.853,?
3727,?,1228.852,?
3728,?,1228.859,?
3729,?,1228.856,?
3730,?,1253.6,?
3731,?,1253.605,?
3732,?,1253.605,?
3733,?,1253.6,?
3734,?,1253.602,?
3735,?,1253.605,?
3736,?,1253.606,?
3737,?,1253.602,?
3738,?,1253.605,?
3739,?,1253.6,?
3740,?,1253.599,?
3741,?,1253.605,?
3742,?,1253.605,?
3743,?,1253.6,?
3744,?,1253.605,?
3745,?,1253.605,?
3746,?,1253.603,?
3747,?,1253.6,?
3748,?,1253.601,?
3749,?,1253.604,?
3750,?,1253.607,?
3751,?,1253.603,?
3752,?,1253.605,?
3753,?,1253.604,?
3754,?,1253.605,?
3755,?,1253.604,?
3756,?,1253.599,?
3757,?,1253.607,?
3758,?,1253.605,?
3759,?,1253.6,?
3760,?,1253.599,?
3761,?,1253.599,?
3762,?,1253.607,?
3763,?,1274.614,?
3764,?,1274.61,?
3765,?,1274.614,?
3766,?,1274.615,?
3767,?,1274.617,?
3768,?,1274.617,?
3769,?,1274.617,?
3770,?,1274.613,?
3771,?,1274.612,?
3772,?,1274.614,?
3773,?,1274.615,?
3774,?,1274.614,?
3775,?,1274.613,?
3776,?,1274.615,?
3777,?,1274.611,?
3778,?,1274.618,?
3779,?,1274.614,?
3780,?,1274.617,?
3781,?,1274.616,?
3782,?,1274.616,?
3783,?,1274.618,?
3784,?,1274.61,?
3785,?,1274.618,?
3786,?,1274.611,?
3787,?,1274.614,?
3788,?,1274.611,?
3789,?,1274.615,?
3790,?,1274.618,?
3791,?,1274.617,?
3792,?,1274.614,?
3793,?,1274.618,?
3794,?,1274.615,?
3795,?,1274.61,?
3796,?,1297.299,?
3797,?,1297.304,?
3798,?,1297.301,?
3799,?,1297.302,?
3800,?,1297.301,?
3801,?,1297.304,?
3802,?,1297.297,?
3803,?,1297.301,?
3804,?,1297.298,?
3805,?,1297.297,?
3806,?,1297.301,?
3807,?,1297.299,?
3808,?,1297.297,?
3809,?,1297.303,?
3810,?,1297.297,?
3811,?,1297.298,?
3812,?,1297.298,?
3813,?,1297.298,?
3814,?,1297.303,?
3815,?,1297.304,?
3816,?,1297.302,?
3817,?,1297.305,?
3818,?,1297.3,?
3819,?,1297.3,?
3820,?,1297.302,?
3821,?,1297.299,?
3822,?,1297.298,?
3823,?,1297.302,?
3824,?,1297.302,?
3825,?,1297.298,?
3826,?,1297.299,?
3827,?,1297.299,?
3828,?,1297.301,?
3829,?,1318.978,?
3830,?,1318.975,?
3831,?,1318.981,?
3832,?,1318.974,?
3833,?,1318.98,?
3834,?,1318.981,?
3835,?,1318.98,?
3836,?,1318.979,?
3837,?,1318.98,?
3838,?,1318.98,?
3839,?,1318.979,?
3840,?,1318.977,?
3841,?,1318.98,?
3842,?,1318.975,?
3843,?,1318.978,?
3844,?,1318.974,?
3845,?,1318.978,?
3846,?,1318.974,?
3847,?,1318.973,?
3848,?,1318.978,?
3849,?,1318.974,?
3850,?,1318.976,?
3851,?,1318.976,?
3852,?,1318.978,?
3853,?,1318.981,?
