inst#,actual,predicted,error
1359,?,183.41,?
1360,?,183.412,?
1361,?,183.408,?
1362,?,183.41,?
1363,?,183.412,?
1364,?,183.408,?
1365,?,183.409,?
1366,?,183.41,?
1367,?,183.414,?
1368,?,183.416,?
1369,?,183.409,?
1370,?,183.411,?
1371,?,183.414,?
1372,?,183.413,?
1373,?,183.411,?
1374,?,183.416,?
1375,?,183.41,?
1376,?,183.41,?
1377,?,183.415,?
1378,?,183.416,?
1379,?,183.412,?
1380,?,183.414,?
1381,?,183.409,?
1382,?,183.414,?
1383,?,183.41,?
1384,?,183.41,?
1385,?,183.411,?
1386,?,183.413,?
1387,?,196.983,?
1388,?,196.977,?
1389,?,196.983,?
1390,?,196.977,?
1391,?,196.978,?
1392,?,196.979,?
1393,?,196.982,?
1394,?,196.98,?
1395,?,196.979,?
1396,?,196.98,?
1397,?,196.976,?
1398,?,196.983,?
1399,?,196.979,?
1400,?,196.975,?
1401,?,196.978,?
1402,?,196.976,?
1403,?,196.979,?
1404,?,196.983,?
1405,?,196.978,?
1406,?,196.975,?
1407,?,196.982,?
1408,?,196.977,?
1409,?,196.976,?
1410,?,196.977,?
1411,?,196.977,?
1412,?,196.979,?
1413,?,196.977,?
1414,?,196.975,?
1415,?,196.975,?
1416,?,196.981,?
1417,?,196.975,?
1418,?,196.976,?
1419,?,196.976,?
1420,?,198.038,?
1421,?,198.043,?
1422,?,198.039,?
1423,?,198.045,?
1424,?,198.045,?
1425,?,198.038,?
1426,?,198.044,?
1427,?,198.038,?
1428,?,198.038,?
1429,?,198.043,?
1430,?,198.043,?
1431,?,198.038,?
1432,?,198.045,?
1433,?,198.045,?
1434,?,198.044,?
1435,?,198.037,?
1436,?,198.042,?
1437,?,198.039,?
1438,?,198.04,?
1439,?,198.045,?
1440,?,198.038,?
1441,?,198.044,?
1442,?,198.039,?
1443,?,198.045,?
1444,?,198.042,?
1445,?,198.043,?
1446,?,198.039,?
1447,?,198.037,?
1448,?,198.044,?
1449,?,198.04,?
1450,?,198.045,?
1451,?,198.04,?
1452,?,198.044,?
1453,?,211.995,?
1454,?,211.989,?
1455,?,211.989,?
1456,?,211.995,?
1457,?,211.993,?
1458,?,211.993,?
1459,?,211.993,?
1460,?,211.991,?
1461,?,211.988,?
1462,?,211.992,?
1463,?,211.991,?
1464,?,211.99,?
1465,?,211.995,?
1466,?,211.995,?
1467,?,211.992,?
1468,?,211.994,?
1469,?,211.988,?
1470,?,211.988,?
1471,?,211.989,?
1472,?,211.99,?
1473,?,211.987,?
1474,?,211.991,?
1475,?,211.995,?
1476,?,211.993,?
1477,?,211.994,?
1478,?,211.995,?
1479,?,211.993,?
1480,?,211.994,?
1481,?,211.987,?
1482,?,211.995,?
1483,?,211.991,?
1484,?,211.989,?
1485,?,211.989,?
1486,?,216.801,?
1487,?,216.798,?
1488,?,216.805,?
1489,?,216.8,?
1490,?,216.798,?
1491,?,216.801,?
1492,?,216.802,?
1493,?,216.798,?
1494,?,216.8,?
1495,?,216.798,?
1496,?,216.801,?
1497,?,216.801,?
1498,?,216.8,?
1499,?,216.801,?
1500,?,216.8,?
1501,?,216.803,?
1502,?,216.798,?
1503,?,216.804,?
1504,?,216.796,?
1505,?,216.796,?
1506,?,216.8,?
1507,?,216.801,?
1508,?,216.8,?
1509,?,216.797,?
1510,?,216.802,?
1511,?,216.799,?
1512,?,216.797,?
1513,?,216.799,?
1514,?,216.803,?
1515,?,216.805,?
1516,?,216.8,?
1517,?,216.8,?
1518,?,216.804,?
1519,?,226.495,?
1520,?,226.494,?
1521,?,226.493,?
1522,?,226.487,?
1523,?,226.494,?
1524,?,226.487,?
1525,?,226.489,?
1526,?,226.487,?
1527,?,226.489,?
1528,?,226.488,?
1529,?,226.487,?
1530,?,226.491,?
1531,?,226.495,?
1532,?,226.495,?
1533,?,226.495,?
1534,?,226.49,?
1535,?,226.49,?
1536,?,226.488,?
1537,?,226.487,?
1538,?,226.488,?
1539,?,226.495,?
1540,?,226.49,?
1541,?,226.491,?
1542,?,226.491,?
1543,?,226.488,?
1544,?,226.487,?
1545,?,226.495,?
1546,?,226.494,?
1547,?,226.494,?
1548,?,226.494,?
1549,?,226.488,?
1550,?,226.493,?
1551,?,226.493,?
1552,?,230.278,?
1553,?,230.277,?
1554,?,230.285,?
1555,?,230.283,?
1556,?,230.282,?
1557,?,230.284,?
1558,?,230.282,?
1559,?,230.283,?
1560,?,230.278,?
1561,?,230.283,?
1562,?,230.283,?
1563,?,230.281,?
1564,?,230.278,?
1565,?,230.277,?
1566,?,230.284,?
1567,?,230.281,?
1568,?,230.28,?
1569,?,230.284,?
1570,?,230.279,?
1571,?,230.277,?
1572,?,230.281,?
1573,?,230.284,?
1574,?,230.28,?
1575,?,230.282,?
1576,?,230.285,?
1577,?,230.279,?
1578,?,230.28,?
1579,?,230.281,?
1580,?,230.279,?
1581,?,230.284,?
1582,?,230.281,?
1583,?,230.28,?
1584,?,230.285,?
1585,?,245.558,?
1586,?,245.55,?
1587,?,245.556,?
1588,?,245.551,?
1589,?,245.556,?
1590,?,245.55,?
1591,?,245.554,?
1592,?,245.554,?
1593,?,245.55,?
1594,?,245.556,?
1595,?,245.551,?
1596,?,245.551,?
1597,?,245.55,?
1598,?,245.554,?
1599,?,245.555,?
1600,?,245.549,?
1601,?,245.55,?
1602,?,245.55,?
1603,?,245.555,?
1604,?,245.553,?
1605,?,245.555,?
1606,?,245.55,?
1607,?,245.556,?
1608,?,245.556,?
1609,?,245.554,?
1610,?,245.55,?
1611,?,245.554,?
1612,?,245.555,?
1613,?,245.555,?
1614,?,245.552,?
1615,?,245.551,?
1616,?,245.55,?
1617,?,245.557,?
1618,?,254.547,?
1619,?,254.552,?
1620,?,254.55,?
1621,?,254.548,?
1622,?,254.552,?
1623,?,254.554,?
1624,?,254.549,?
1625,?,254.549,?
1626,?,254.551,?
1627,?,254.548,?
1628,?,254.549,?
1629,?,254.55,?
1630,?,254.55,?
1631,?,254.551,?
1632,?,254.554,?
1633,?,254.55,?
1634,?,254.552,?
1635,?,254.547,?
1636,?,254.549,?
1637,?,254.554,?
1638,?,254.554,?
1639,?,254.548,?
1640,?,254.551,?
1641,?,254.553,?
1642,?,254.549,?
1643,?,254.552,?
1644,?,254.546,?
1645,?,254.554,?
1646,?,254.553,?
1647,?,254.548,?
1648,?,254.546,?
1649,?,254.548,?
1650,?,254.552,?
1651,?,255.9,?
1652,?,255.893,?
1653,?,255.896,?
1654,?,255.895,?
1655,?,255.893,?
1656,?,255.895,?
1657,?,255.898,?
1658,?,255.9,?
1659,?,255.894,?
1660,?,255.9,?
1661,?,255.9,?
1662,?,255.898,?
1663,?,255.893,?
1664,?,255.895,?
1665,?,255.896,?
1666,?,255.896,?
1667,?,255.9,?
1668,?,255.897,?
1669,?,255.898,?
1670,?,255.895,?
1671,?,255.896,?
1672,?,255.895,?
1673,?,255.893,?
1674,?,255.893,?
1675,?,255.897,?
1676,?,255.897,?
1677,?,255.9,?
1678,?,255.898,?
1679,?,255.9,?
1680,?,255.896,?
1681,?,255.897,?
1682,?,255.899,?
1683,?,255.895,?
1684,?,266.044,?
1685,?,266.039,?
1686,?,266.04,?
1687,?,266.043,?
1688,?,266.038,?
1689,?,266.045,?
1690,?,266.046,?
1691,?,266.043,?
1692,?,266.042,?
1693,?,266.046,?
1694,?,266.041,?
1695,?,266.046,?
1696,?,266.043,?
1697,?,266.04,?
1698,?,266.042,?
1699,?,266.039,?
1700,?,266.04,?
1701,?,266.044,?
1702,?,266.042,?
1703,?,266.04,?
1704,?,266.038,?
1705,?,266.039,?
1706,?,266.046,?
1707,?,266.043,?
1708,?,266.041,?
1709,?,266.04,?
1710,?,266.042,?
1711,?,266.044,?
1712,?,266.044,?
1713,?,266.045,?
1714,?,266.041,?
1715,?,266.038,?
1716,?,266.039,?
1717,?,277.65,?
1718,?,277.651,?
1719,?,277.645,?
1720,?,277.653,?
1721,?,277.65,?
1722,?,277.648,?
1723,?,277.651,?
1724,?,277.645,?
1725,?,277.646,?
1726,?,277.648,?
1727,?,277.65,?
1728,?,277.651,?
1729,?,277.649,?
1730,?,277.648,?
1731,?,277.653,?
1732,?,277.652,?
1733,?,277.65,?
1734,?,277.651,?
1735,?,277.648,?
1736,?,277.649,?
1737,?,277.652,?
1738,?,277.647,?
1739,?,277.652,?
1740,?,277.653,?
1741,?,277.652,?
1742,?,277.644,?
1743,?,277.65,?
1744,?,277.644,?
1745,?,277.645,?
1746,?,277.648,?
1747,?,277.645,?
1748,?,277.648,?
1749,?,277.65,?
1750,?,297.655,?
1751,?,297.654,?
1752,?,297.653,?
1753,?,297.654,?
1754,?,297.655,?
1755,?,297.656,?
1756,?,297.655,?
1757,?,297.656,?
1758,?,297.652,?
1759,?,297.655,?
1760,?,297.655,?
1761,?,297.652,?
1762,?,297.657,?
1763,?,297.652,?
1764,?,297.652,?
1765,?,297.66,?
1766,?,297.652,?
1767,?,297.655,?
1768,?,297.66,?
1769,?,297.652,?
1770,?,297.657,?
1771,?,297.652,?
1772,?,297.652,?
1773,?,297.651,?
1774,?,297.653,?
1775,?,297.655,?
1776,?,297.654,?
1777,?,297.655,?
1778,?,297.656,?
1779,?,297.654,?
1780,?,297.652,?
1781,?,297.653,?
1782,?,297.652,?
1783,?,296.761,?
1784,?,296.764,?
1785,?,296.76,?
1786,?,296.763,?
1787,?,296.763,?
1788,?,296.758,?
1789,?,296.764,?
1790,?,296.76,?
1791,?,296.765,?
1792,?,296.763,?
1793,?,296.758,?
1794,?,296.759,?
1795,?,296.76,?
1796,?,296.763,?
1797,?,296.761,?
1798,?,296.76,?
1799,?,296.762,?
1800,?,296.759,?
1801,?,296.76,?
1802,?,296.766,?
1803,?,296.761,?
1804,?,296.765,?
1805,?,296.757,?
1806,?,296.76,?
1807,?,296.766,?
1808,?,296.759,?
1809,?,296.763,?
1810,?,296.758,?
1811,?,296.764,?
1812,?,296.763,?
1813,?,296.763,?
1814,?,296.763,?
1815,?,296.761,?
1816,?,317.767,?
1817,?,317.764,?
1818,?,317.767,?
1819,?,317.763,?
1820,?,317.764,?
1821,?,317.762,?
1822,?,317.76,?
1823,?,317.763,?
1824,?,317.76,?
1825,?,317.763,?
1826,?,317.766,?
1827,?,317.766,?
1828,?,317.764,?
1829,?,317.766,?
1830,?,317.76,?
1831,?,317.76,?
1832,?,317.759,?
1833,?,317.761,?
1834,?,317.764,?
1835,?,317.764,?
1836,?,317.764,?
1837,?,317.765,?
1838,?,317.767,?
1839,?,317.76,?
1840,?,317.765,?
1841,?,317.761,?
1842,?,317.761,?
1843,?,317.764,?
1844,?,317.765,?
1845,?,317.766,?
1846,?,317.763,?
1847,?,317.764,?
1848,?,317.766,?
1849,?,331.574,?
1850,?,331.58,?
1851,?,331.581,?
1852,?,331.573,?
1853,?,331.581,?
1854,?,331.579,?
1855,?,331.581,?
1856,?,331.573,?
1857,?,331.581,?
1858,?,331.577,?
1859,?,331.578,?
1860,?,331.576,?
1861,?,331.575,?
1862,?,331.576,?
1863,?,331.575,?
1864,?,331.574,?
1865,?,331.575,?
1866,?,331.573,?
1867,?,331.577,?
1868,?,331.576,?
1869,?,331.579,?
1870,?,331.581,?
1871,?,331.58,?
1872,?,331.575,?
1873,?,331.577,?
1874,?,331.573,?
1875,?,331.58,?
1876,?,331.576,?
1877,?,331.579,?
1878,?,331.575,?
1879,?,331.579,?
1880,?,331.573,?
1881,?,331.58,?
1882,?,336.027,?
1883,?,336.024,?
1884,?,336.027,?
1885,?,336.03,?
1886,?,336.024,?
1887,?,336.029,?
1888,?,336.025,?
1889,?,336.028,?
1890,?,336.031,?
1891,?,336.029,?
1892,?,336.024,?
1893,?,336.026,?
1894,?,336.026,?
1895,?,336.028,?
1896,?,336.028,?
1897,?,336.033,?
1898,?,336.026,?
1899,?,336.032,?
1900,?,336.03,?
1901,?,336.028,?
1902,?,336.031,?
1903,?,336.028,?
1904,?,336.025,?
1905,?,336.031,?
1906,?,336.03,?
1907,?,336.03,?
1908,?,336.03,?
1909,?,336.026,?
1910,?,336.026,?
1911,?,336.025,?
1912,?,336.026,?
1913,?,336.029,?
1914,?,336.031,?
1915,?,347.567,?
1916,?,347.569,?
1917,?,347.57,?
1918,?,347.565,?
1919,?,347.573,?
1920,?,347.565,?
1921,?,347.572,?
1922,?,347.565,?
1923,?,347.567,?
1924,?,347.566,?
1925,?,347.568,?
1926,?,347.571,?
1927,?,347.565,?
1928,?,347.569,?
1929,?,347.57,?
1930,?,347.566,?
1931,?,347.57,?
1932,?,347.569,?
1933,?,347.571,?
1934,?,347.568,?
1935,?,347.57,?
1936,?,347.566,?
1937,?,347.566,?
1938,?,347.568,?
1939,?,347.57,?
1940,?,347.572,?
1941,?,347.57,?
1942,?,347.571,?
1943,?,347.57,?
1944,?,347.567,?
1945,?,347.57,?
1946,?,347.569,?
1947,?,347.57,?
1948,?,355.739,?
1949,?,355.743,?
1950,?,355.745,?
1951,?,355.742,?
1952,?,355.745,?
1953,?,355.745,?
1954,?,355.742,?
1955,?,355.739,?
1956,?,355.746,?
1957,?,355.74,?
1958,?,355.743,?
1959,?,355.743,?
1960,?,355.741,?
1961,?,355.745,?
1962,?,355.742,?
1963,?,355.742,?
1964,?,355.743,?
1965,?,355.745,?
1966,?,355.746,?
1967,?,355.74,?
1968,?,355.743,?
1969,?,355.739,?
1970,?,355.741,?
1971,?,355.743,?
1972,?,355.742,?
1973,?,355.74,?
1974,?,355.743,?
1975,?,355.743,?
1976,?,355.747,?
1977,?,355.746,?
1978,?,355.741,?
1979,?,355.742,?
1980,?,355.743,?
1981,?,363.42,?
1982,?,363.424,?
1983,?,363.422,?
1984,?,363.427,?
1985,?,363.424,?
1986,?,363.427,?
1987,?,363.425,?
1988,?,363.426,?
1989,?,363.425,?
1990,?,363.42,?
1991,?,363.419,?
1992,?,363.426,?
1993,?,363.423,?
1994,?,363.421,?
1995,?,363.426,?
1996,?,363.419,?
1997,?,363.425,?
1998,?,363.422,?
1999,?,363.423,?
2000,?,363.422,?
2001,?,363.426,?
2002,?,363.419,?
2003,?,363.42,?
2004,?,363.423,?
2005,?,363.424,?
2006,?,363.425,?
2007,?,363.424,?
2008,?,363.418,?
2009,?,363.422,?
2010,?,363.425,?
2011,?,363.422,?
2012,?,363.418,?
2013,?,363.425,?
2014,?,375.156,?
2015,?,375.16,?
2016,?,375.163,?
2017,?,375.161,?
2018,?,375.163,?
2019,?,375.157,?
2020,?,375.158,?
2021,?,375.157,?
2022,?,375.161,?
2023,?,375.162,?
2024,?,375.159,?
2025,?,375.162,?
2026,?,375.158,?
2027,?,375.158,?
2028,?,375.159,?
2029,?,375.158,?
2030,?,375.157,?
2031,?,375.161,?
2032,?,375.162,?
2033,?,375.158,?
2034,?,375.162,?
2035,?,375.156,?
2036,?,375.156,?
2037,?,375.16,?
2038,?,375.156,?
2039,?,375.162,?
2040,?,375.161,?
2041,?,375.163,?
2042,?,375.164,?
2043,?,375.157,?
2044,?,375.156,?
2045,?,375.163,?
2046,?,375.16,?
2047,?,387.83,?
2048,?,387.83,?
2049,?,387.828,?
2050,?,387.825,?
2051,?,387.823,?
2052,?,387.824,?
2053,?,387.83,?
2054,?,387.825,?
2055,?,387.824,?
2056,?,387.826,?
2057,?,387.823,?
2058,?,387.825,?
2059,?,387.824,?
2060,?,387.822,?
2061,?,387.824,?
2062,?,387.823,?
2063,?,387.826,?
2064,?,387.83,?
2065,?,387.829,?
2066,?,387.83,?
2067,?,387.824,?
2068,?,387.828,?
2069,?,387.825,?
2070,?,387.83,?
2071,?,387.83,?
2072,?,387.826,?
2073,?,387.822,?
2074,?,387.825,?
2075,?,387.826,?
2076,?,387.828,?
2077,?,387.826,?
2078,?,387.826,?
2079,?,387.829,?
2080,?,401.288,?
2081,?,401.285,?
2082,?,401.28,?
2083,?,401.28,?
2084,?,401.282,?
2085,?,401.282,?
2086,?,401.286,?
2087,?,401.288,?
2088,?,401.283,?
2089,?,401.285,?
2090,?,401.285,?
2091,?,401.289,?
2092,?,401.28,?
2093,?,401.287,?
2094,?,401.288,?
2095,?,401.286,?
2096,?,401.289,?
2097,?,401.282,?
2098,?,401.282,?
2099,?,401.287,?
2100,?,401.281,?
2101,?,401.288,?
2102,?,401.282,?
2103,?,401.285,?
2104,?,401.287,?
2105,?,401.289,?
2106,?,401.28,?
2107,?,401.286,?
2108,?,401.288,?
2109,?,401.285,?
2110,?,401.287,?
2111,?,401.287,?
2112,?,401.287,?
2113,?,413.468,?
2114,?,413.467,?
2115,?,413.465,?
2116,?,413.467,?
2117,?,413.472,?
2118,?,413.471,?
2119,?,413.468,?
2120,?,413.465,?
2121,?,413.471,?
2122,?,413.465,?
2123,?,413.468,?
2124,?,413.469,?
2125,?,413.465,?
2126,?,413.471,?
2127,?,413.471,?
2128,?,413.465,?
2129,?,413.47,?
2130,?,413.464,?
2131,?,413.466,?
2132,?,413.466,?
2133,?,413.464,?
2134,?,413.466,?
2135,?,413.467,?
2136,?,413.467,?
2137,?,413.467,?
2138,?,413.469,?
2139,?,413.467,?
2140,?,413.471,?
2141,?,413.473,?
2142,?,413.469,?
2143,?,413.473,?
2144,?,413.465,?
2145,?,413.469,?
2146,?,424.214,?
2147,?,424.215,?
2148,?,424.21,?
2149,?,424.209,?
2150,?,424.213,?
2151,?,424.208,?
2152,?,424.211,?
2153,?,424.208,?
2154,?,424.212,?
2155,?,424.213,?
2156,?,424.215,?
2157,?,424.215,?
2158,?,424.211,?
2159,?,424.21,?
2160,?,424.214,?
2161,?,424.209,?
2162,?,424.214,?
2163,?,424.209,?
2164,?,424.215,?
2165,?,424.207,?
2166,?,424.209,?
2167,?,424.21,?
2168,?,424.215,?
2169,?,424.212,?
2170,?,424.211,?
2171,?,424.21,?
2172,?,424.211,?
2173,?,424.207,?
2174,?,424.215,?
2175,?,424.21,?
2176,?,424.207,?
2177,?,424.209,?
2178,?,424.208,?
2179,?,437.171,?
2180,?,437.169,?
2181,?,437.173,?
2182,?,437.173,?
2183,?,437.17,?
2184,?,437.174,?
2185,?,437.176,?
2186,?,437.173,?
2187,?,437.172,?
2188,?,437.168,?
2189,?,437.168,?
2190,?,437.168,?
2191,?,437.173,?
2192,?,437.169,?
2193,?,437.17,?
2194,?,437.168,?
2195,?,437.173,?
2196,?,437.175,?
2197,?,437.175,?
2198,?,437.168,?
2199,?,437.172,?
2200,?,437.176,?
2201,?,437.174,?
2202,?,437.175,?
2203,?,437.169,?
2204,?,437.168,?
2205,?,437.17,?
2206,?,437.172,?
2207,?,437.17,?
2208,?,437.172,?
2209,?,437.171,?
2210,?,437.176,?
2211,?,437.175,?
2212,?,449.792,?
2213,?,449.794,?
2214,?,449.796,?
2215,?,449.798,?
2216,?,449.79,?
2217,?,449.792,?
2218,?,449.798,?
2219,?,449.797,?
2220,?,449.795,?
2221,?,449.792,?
2222,?,449.793,?
2223,?,449.796,?
2224,?,449.797,?
2225,?,449.791,?
2226,?,449.791,?
2227,?,449.797,?
2228,?,449.795,?
2229,?,449.797,?
2230,?,449.796,?
2231,?,449.79,?
2232,?,449.796,?
2233,?,449.795,?
2234,?,449.791,?
2235,?,449.796,?
2236,?,449.792,?
2237,?,449.794,?
2238,?,449.791,?
2239,?,449.79,?
2240,?,449.791,?
2241,?,449.79,?
2242,?,449.791,?
2243,?,449.798,?
2244,?,449.798,?
2245,?,463.224,?
2246,?,463.224,?
2247,?,463.228,?
2248,?,463.225,?
2249,?,463.224,?
2250,?,463.222,?
2251,?,463.228,?
2252,?,463.221,?
2253,?,463.223,?
2254,?,463.226,?
2255,?,463.22,?
2256,?,463.221,?
2257,?,463.223,?
2258,?,463.225,?
2259,?,463.225,?
2260,?,463.227,?
2261,?,463.223,?
2262,?,463.225,?
2263,?,463.221,?
2264,?,463.223,?
2265,?,463.221,?
2266,?,463.225,?
2267,?,463.223,?
2268,?,463.222,?
2269,?,463.225,?
2270,?,463.227,?
2271,?,463.229,?
2272,?,463.224,?
2273,?,463.228,?
2274,?,463.228,?
2275,?,463.228,?
2276,?,463.228,?
2277,?,463.225,?
2278,?,478.677,?
2279,?,478.68,?
2280,?,478.679,?
2281,?,478.686,?
2282,?,478.684,?
2283,?,478.683,?
2284,?,478.68,?
2285,?,478.683,?
2286,?,478.682,?
2287,?,478.684,?
2288,?,478.683,?
2289,?,478.684,?
2290,?,478.678,?
2291,?,478.681,?
2292,?,478.683,?
2293,?,478.683,?
2294,?,478.681,?
2295,?,478.682,?
2296,?,478.682,?
2297,?,478.686,?
2298,?,478.681,?
2299,?,478.68,?
2300,?,478.682,?
2301,?,478.685,?
2302,?,478.684,?
2303,?,478.68,?
2304,?,478.679,?
2305,?,478.686,?
2306,?,478.678,?
2307,?,478.677,?
2308,?,478.681,?
2309,?,478.684,?
2310,?,478.685,?
2311,?,490.38,?
2312,?,490.386,?
2313,?,490.384,?
2314,?,490.385,?
2315,?,490.386,?
2316,?,490.384,?
2317,?,490.381,?
2318,?,490.381,?
2319,?,490.383,?
2320,?,490.387,?
2321,?,490.381,?
2322,?,490.387,?
2323,?,490.382,?
2324,?,490.38,?
2325,?,490.386,?
2326,?,490.388,?
2327,?,490.384,?
2328,?,490.384,?
2329,?,490.38,?
2330,?,490.388,?
2331,?,490.385,?
2332,?,490.383,?
2333,?,490.385,?
2334,?,490.385,?
2335,?,490.384,?
2336,?,490.383,?
2337,?,490.386,?
2338,?,490.38,?
2339,?,490.384,?
2340,?,490.384,?
2341,?,490.38,?
2342,?,490.38,?
2343,?,490.384,?
2344,?,503.828,?
2345,?,503.826,?
2346,?,503.828,?
2347,?,503.831,?
2348,?,503.826,?
2349,?,503.825,?
2350,?,503.83,?
2351,?,503.83,?
2352,?,503.825,?
2353,?,503.826,?
2354,?,503.83,?
2355,?,503.824,?
2356,?,503.828,?
2357,?,503.828,?
2358,?,503.83,?
2359,?,503.824,?
2360,?,503.832,?
2361,?,503.828,?
2362,?,503.826,?
2363,?,503.83,?
2364,?,503.825,?
2365,?,503.826,?
2366,?,503.832,?
2367,?,503.827,?
2368,?,503.83,?
2369,?,503.827,?
2370,?,503.827,?
2371,?,503.828,?
2372,?,503.832,?
2373,?,503.83,?
2374,?,503.829,?
2375,?,503.827,?
2376,?,503.825,?
2377,?,518.483,?
2378,?,518.489,?
2379,?,518.487,?
2380,?,518.489,?
2381,?,518.485,?
2382,?,518.491,?
2383,?,518.486,?
2384,?,518.491,?
2385,?,518.486,?
2386,?,518.49,?
2387,?,518.486,?
2388,?,518.483,?
2389,?,518.488,?
2390,?,518.489,?
2391,?,518.483,?
2392,?,518.486,?
2393,?,518.482,?
2394,?,518.49,?
2395,?,518.486,?
2396,?,518.49,?
2397,?,518.489,?
2398,?,518.49,?
2399,?,518.49,?
2400,?,518.487,?
2401,?,518.483,?
2402,?,518.483,?
2403,?,518.489,?
2404,?,518.486,?
2405,?,518.483,?
2406,?,518.486,?
2407,?,518.489,?
2408,?,518.487,?
2409,?,518.485,?
2410,?,531.869,?
2411,?,531.87,?
2412,?,531.868,?
2413,?,531.872,?
2414,?,531.866,?
2415,?,531.874,?
2416,?,531.869,?
2417,?,531.871,?
2418,?,531.867,?
2419,?,531.866,?
2420,?,531.865,?
2421,?,531.873,?
2422,?,531.867,?
2423,?,531.867,?
2424,?,531.866,?
2425,?,531.873,?
2426,?,531.87,?
2427,?,531.871,?
2428,?,531.868,?
2429,?,531.865,?
2430,?,531.869,?
2431,?,531.874,?
2432,?,531.873,?
2433,?,531.871,?
2434,?,531.871,?
2435,?,531.873,?
2436,?,531.867,?
2437,?,531.874,?
2438,?,531.87,?
2439,?,531.871,?
2440,?,531.866,?
2441,?,531.874,?
2442,?,531.871,?
2443,?,549.153,?
2444,?,549.154,?
2445,?,549.155,?
2446,?,549.155,?
2447,?,549.155,?
2448,?,549.155,?
2449,?,549.157,?
2450,?,549.159,?
2451,?,549.152,?
2452,?,549.151,?
2453,?,549.159,?
2454,?,549.152,?
2455,?,549.152,?
2456,?,549.157,?
2457,?,549.155,?
2458,?,549.151,?
2459,?,549.16,?
2460,?,549.153,?
2461,?,549.16,?
2462,?,549.154,?
2463,?,549.156,?
2464,?,549.153,?
2465,?,549.153,?
2466,?,549.158,?
2467,?,549.152,?
2468,?,549.159,?
2469,?,549.155,?
2470,?,549.159,?
2471,?,549.156,?
2472,?,549.156,?
2473,?,549.157,?
2474,?,549.154,?
2475,?,549.155,?
2476,?,561.144,?
2477,?,561.14,?
2478,?,561.139,?
2479,?,561.145,?
2480,?,561.142,?
2481,?,561.138,?
2482,?,561.142,?
2483,?,561.144,?
2484,?,561.137,?
2485,?,561.144,?
2486,?,561.142,?
2487,?,561.14,?
2488,?,561.14,?
2489,?,561.137,?
2490,?,561.14,?
2491,?,561.139,?
2492,?,561.14,?
2493,?,561.145,?
2494,?,561.144,?
2495,?,561.142,?
2496,?,561.142,?
2497,?,561.137,?
2498,?,561.142,?
2499,?,561.145,?
2500,?,561.137,?
2501,?,561.145,?
2502,?,561.141,?
2503,?,561.142,?
2504,?,561.137,?
2505,?,561.141,?
2506,?,561.145,?
2507,?,561.138,?
2508,?,561.143,?
2509,?,575.836,?
2510,?,575.841,?
2511,?,575.841,?
2512,?,575.836,?
2513,?,575.838,?
2514,?,575.838,?
2515,?,575.84,?
2516,?,575.838,?
2517,?,575.837,?
2518,?,575.835,?
2519,?,575.84,?
2520,?,575.839,?
2521,?,575.84,?
2522,?,575.834,?
2523,?,575.839,?
2524,?,575.837,?
2525,?,575.84,?
2526,?,575.84,?
2527,?,575.837,?
2528,?,575.841,?
2529,?,575.838,?
2530,?,575.841,?
2531,?,575.84,?
2532,?,575.838,?
2533,?,575.834,?
2534,?,575.836,?
2535,?,575.84,?
2536,?,575.84,?
2537,?,575.833,?
2538,?,575.835,?
2539,?,575.838,?
2540,?,575.835,?
2541,?,575.836,?
2542,?,590.713,?
2543,?,590.714,?
2544,?,590.715,?
2545,?,590.712,?
2546,?,590.713,?
2547,?,590.714,?
2548,?,590.714,?
2549,?,590.71,?
2550,?,590.712,?
2551,?,590.712,?
2552,?,590.708,?
2553,?,590.709,?
2554,?,590.711,?
2555,?,590.715,?
2556,?,590.711,?
2557,?,590.712,?
2558,?,590.715,?
2559,?,590.708,?
2560,?,590.714,?
2561,?,590.712,?
2562,?,590.716,?
2563,?,590.713,?
2564,?,590.716,?
2565,?,590.71,?
2566,?,590.709,?
2567,?,590.716,?
2568,?,590.71,?
2569,?,590.71,?
2570,?,590.715,?
2571,?,590.712,?
2572,?,590.711,?
2573,?,590.714,?
2574,?,590.71,?
2575,?,605.785,?
2576,?,605.788,?
2577,?,605.788,?
2578,?,605.783,?
2579,?,605.784,?
2580,?,605.785,?
2581,?,605.786,?
2582,?,605.784,?
2583,?,605.789,?
2584,?,605.787,?
2585,?,605.784,?
2586,?,605.791,?
2587,?,605.79,?
2588,?,605.784,?
2589,?,605.791,?
2590,?,605.783,?
2591,?,605.786,?
2592,?,605.787,?
2593,?,605.788,?
2594,?,605.785,?
2595,?,605.79,?
2596,?,605.788,?
2597,?,605.785,?
2598,?,605.785,?
2599,?,605.785,?
2600,?,605.786,?
2601,?,605.785,?
2602,?,605.786,?
2603,?,605.791,?
2604,?,605.788,?
2605,?,605.791,?
2606,?,605.79,?
2607,?,605.784,?
2608,?,621.778,?
2609,?,621.781,?
2610,?,621.78,?
2611,?,621.784,?
2612,?,621.783,?
2613,?,621.781,?
2614,?,621.785,?
2615,?,621.785,?
2616,?,621.784,?
2617,?,621.785,?
2618,?,621.784,?
2619,?,621.779,?
2620,?,621.781,?
2621,?,621.777,?
2622,?,621.785,?
2623,?,621.778,?
2624,?,621.777,?
2625,?,621.783,?
2626,?,621.785,?
2627,?,621.784,?
2628,?,621.782,?
2629,?,621.784,?
